"","hgnc_symbol","ensembl_gene_id","entrezgene_id","gene_biotype","description"
"CCDC140","CCDC140","ENSG00000163081",151278,"lncRNA","CCDC140 long non-coding RNA [Source:HGNC Symbol;Acc:HGNC:26514]"
"SLC23A3","SLC23A3","ENSG00000213901",151295,"protein_coding","solute carrier family 23 member 3 [Source:HGNC Symbol;Acc:HGNC:20601]"
"LINC00608","LINC00608","ENSG00000236445",NA,"lncRNA","long intergenic non-protein coding RNA 608 [Source:HGNC Symbol;Acc:HGNC:27179]"
"GPBAR1","GPBAR1","ENSG00000179921",151306,"protein_coding","G protein-coupled bile acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:19680]"
"FAHD2B","FAHD2B","ENSG00000291581",151313,"protein_coding","fumarylacetoacetate hydrolase domain containing 2B [Source:HGNC Symbol;Acc:HGNC:25318]"
"MYADML","MYADML","ENSG00000239649",NA,"transcribed_processed_pseudogene","myeloid associated differentiation marker like (pseudogene) [Source:HGNC Symbol;Acc:HGNC:31019]"
"LRATD1","LRATD1","ENSG00000162981",151354,"protein_coding","LRAT domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20743]"
"RMDN2","RMDN2","ENSG00000115841",151393,"protein_coding","regulator of microtubule dynamics 2 [Source:HGNC Symbol;Acc:HGNC:26567]"
"GDF7","GDF7","ENSG00000143869",151449,"protein_coding","growth differentiation factor 7 [Source:HGNC Symbol;Acc:HGNC:4222]"
"SLC16A14","SLC16A14","ENSG00000163053",151473,"protein_coding","solute carrier family 16 member 14 [Source:HGNC Symbol;Acc:HGNC:26417]"
"LINC00471","LINC00471","ENSG00000181798",151477,"lncRNA","long intergenic non-protein coding RNA 471 [Source:HGNC Symbol;Acc:HGNC:28668]"
"ASPRV1","ASPRV1","ENSG00000244617",151516,"protein_coding","aspartic peptidase retroviral like 1 [Source:HGNC Symbol;Acc:HGNC:26321]"
"WDSUB1","WDSUB1","ENSG00000196151",151525,"protein_coding","WD repeat, sterile alpha motif and U-box domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26697]"
"UPP2","UPP2","ENSG00000007001",151531,"protein_coding","uridine phosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:23061]"
"LBX2-AS1","LBX2-AS1","ENSG00000257702",151534,"lncRNA","LBX2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:25136]"
"GPR155","GPR155","ENSG00000163328",151556,"protein_coding","G protein-coupled receptor 155 [Source:HGNC Symbol;Acc:HGNC:22951]"
"TTC14","TTC14","ENSG00000163728",151613,"protein_coding","tetratricopeptide repeat domain 14 [Source:HGNC Symbol;Acc:HGNC:24697]"
"DTX3L","DTX3L","ENSG00000163840",151636,"protein_coding","deltex E3 ubiquitin ligase 3L [Source:HGNC Symbol;Acc:HGNC:30323]"
"TAFA4","TAFA4","ENSG00000163377",151647,"protein_coding","TAFA chemokine like family member 4 [Source:HGNC Symbol;Acc:HGNC:21591]"
"SGO1","SGO1","ENSG00000129810",151648,"protein_coding","shugoshin 1 [Source:HGNC Symbol;Acc:HGNC:25088]"
"PP2D1","PP2D1","ENSG00000183977",151649,"protein_coding","protein phosphatase 2C like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28406]"
"EFHB","EFHB","ENSG00000163576",151651,"protein_coding","EF-hand domain family member B [Source:HGNC Symbol;Acc:HGNC:26330]"
"LINC00635","LINC00635","ENSG00000241469",151658,"lncRNA","long intergenic non-protein coding RNA 635 [Source:HGNC Symbol;Acc:HGNC:27184]"
"PPM1L","PPM1L","ENSG00000163590",151742,"protein_coding","protein phosphatase, Mg2+/Mn2+ dependent 1L [Source:HGNC Symbol;Acc:HGNC:16381]"
"WDR49","WDR49","ENSG00000174776",151790,"protein_coding","WD repeat domain 49 [Source:HGNC Symbol;Acc:HGNC:26587]"
"LRRC34","LRRC34","ENSG00000171757",151827,"protein_coding","leucine rich repeat containing 34 [Source:HGNC Symbol;Acc:HGNC:28408]"
"CPNE9","CPNE9","ENSG00000144550",151835,"protein_coding","copine family member 9 [Source:HGNC Symbol;Acc:HGNC:24336]"
"DPPA2","DPPA2","ENSG00000163530",151871,"protein_coding","developmental pluripotency associated 2 [Source:HGNC Symbol;Acc:HGNC:19197]"
"CCDC80","CCDC80","ENSG00000091986",151887,"protein_coding","coiled-coil domain containing 80 [Source:HGNC Symbol;Acc:HGNC:30649]"
"BTLA","BTLA","ENSG00000186265",151888,"protein_coding","B and T lymphocyte associated [Source:HGNC Symbol;Acc:HGNC:21087]"
"CCDC12","CCDC12","ENSG00000160799",151903,"protein_coding","coiled-coil domain containing 12 [Source:HGNC Symbol;Acc:HGNC:28332]"
"MB21D2","MB21D2","ENSG00000180611",151963,"protein_coding","Mab-21 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30438]"
"PPP4R2","PPP4R2","ENSG00000163605",151987,"protein_coding","protein phosphatase 4 regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:18296]"
"XXYLT1","XXYLT1","ENSG00000173950",152002,"protein_coding","xyloside xylosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26639]"
"RNF38","RNF38","ENSG00000137075",152006,"protein_coding","ring finger protein 38 [Source:HGNC Symbol;Acc:HGNC:18052]"
"GLIPR2","GLIPR2","ENSG00000122694",152007,"protein_coding","GLI pathogenesis related 2 [Source:HGNC Symbol;Acc:HGNC:18007]"
"ROPN1B","ROPN1B","ENSG00000114547",152015,"protein_coding","rhophilin associated tail protein 1B [Source:HGNC Symbol;Acc:HGNC:31927]"
"C3orf22","C3orf22","ENSG00000180697",152065,"protein_coding","chromosome 3 open reading frame 22 [Source:HGNC Symbol;Acc:HGNC:28534]"
"ZCWPW2","ZCWPW2","ENSG00000206559",152098,"protein_coding","zinc finger CW-type and PWWP domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23574]"
"CMC1","CMC1","ENSG00000187118",152100,"protein_coding","C-X9-C motif containing 1 [Source:HGNC Symbol;Acc:HGNC:28783]"
"NEK10","NEK10","ENSG00000163491",152110,"protein_coding","NIMA related kinase 10 [Source:HGNC Symbol;Acc:HGNC:18592]"
"CCDC50","CCDC50","ENSG00000152492",152137,"protein_coding","coiled-coil domain containing 50 [Source:HGNC Symbol;Acc:HGNC:18111]"
"SPICE1","SPICE1","ENSG00000163611",152185,"protein_coding","spindle and centriole associated protein 1 [Source:HGNC Symbol;Acc:HGNC:25083]"
"CMTM8","CMTM8","ENSG00000170293",152189,"protein_coding","CKLF like MARVEL transmembrane domain containing 8 [Source:HGNC Symbol;Acc:HGNC:19179]"
"NUDT16P1",NA,NA,NA,NA,NA
"CCDC13","CCDC13","ENSG00000244607",152206,"protein_coding","coiled-coil domain containing 13 [Source:HGNC Symbol;Acc:HGNC:26358]"
"NCBP2-AS2",NA,NA,NA,NA,NA
"FGD5","FGD5","ENSG00000154783",152273,"protein_coding","FYVE, RhoGEF and PH domain containing 5 [Source:HGNC Symbol;Acc:HGNC:19117]"
"CIDECP1","CIDECP1","ENSG00000186162",NA,"transcribed_unprocessed_pseudogene","CIDEC pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:24230]"
"CNTN4","CNTN4","ENSG00000144619",152330,"protein_coding","contactin 4 [Source:HGNC Symbol;Acc:HGNC:2174]"
"IGSF11","IGSF11","ENSG00000144847",152404,"protein_coding","immunoglobulin superfamily member 11 [Source:HGNC Symbol;Acc:HGNC:16669]"
"TEX55","TEX55","ENSG00000163424",152405,"protein_coding","testis expressed 55 [Source:HGNC Symbol;Acc:HGNC:26553]"
"ZNF827","ZNF827","ENSG00000151612",152485,"protein_coding","zinc finger protein 827 [Source:HGNC Symbol;Acc:HGNC:27193]"
"SH3D19","SH3D19","ENSG00000292165",152503,"protein_coding","SH3 domain containing 19 [Source:HGNC Symbol;Acc:HGNC:30418]"
"NFXL1","NFXL1","ENSG00000170448",152518,"protein_coding","nuclear transcription factor, X-box binding like 1 [Source:HGNC Symbol;Acc:HGNC:18726]"
"NIPAL1","NIPAL1","ENSG00000163293",152519,"protein_coding","NIPA like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27194]"
"PAQR3","PAQR3","ENSG00000163291",152559,"protein_coding","progestin and adipoQ receptor family member 3 [Source:HGNC Symbol;Acc:HGNC:30130]"
"SHISA3","SHISA3","ENSG00000178343",152573,"protein_coding","shisa family member 3 [Source:HGNC Symbol;Acc:HGNC:25159]"
"SCFD2","SCFD2","ENSG00000184178",152579,"protein_coding","sec1 family domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30676]"
"WWC2-AS2","WWC2-AS2","ENSG00000251359",152641,"lncRNA","WWC2 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:26390]"
"FAM192BP","FAM192BP","ENSG00000231841",NA,"processed_pseudogene","family with sequence similarity 192 member B, pseudogene [Source:HGNC Symbol;Acc:HGNC:37194]"
"ZNF595","ZNF595","ENSG00000272602",152687,"protein_coding","zinc finger protein 595 [Source:HGNC Symbol;Acc:HGNC:27196]"
"FAM218A","FAM218A","ENSG00000250486",152756,"lncRNA","family with sequence similarity 218 member A [Source:HGNC Symbol;Acc:HGNC:26466]"
"JAKMIP1","JAKMIP1","ENSG00000152969",152789,"protein_coding","janus kinase and microtubule interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:26460]"
"THAP6","THAP6","ENSG00000174796",152815,"protein_coding","THAP domain containing 6 [Source:HGNC Symbol;Acc:HGNC:23189]"
"ODAPH","ODAPH","ENSG00000174792",152816,"protein_coding","odontogenesis associated phosphoprotein [Source:HGNC Symbol;Acc:HGNC:26300]"
"KLB","KLB","ENSG00000134962",152831,"protein_coding","klotho beta [Source:HGNC Symbol;Acc:HGNC:15527]"
"FAM53A","FAM53A","ENSG00000174137",152877,"protein_coding","family with sequence similarity 53 member A [Source:HGNC Symbol;Acc:HGNC:31860]"
"PPM1K","PPM1K","ENSG00000163644",152926,"protein_coding","protein phosphatase, Mg2+/Mn2+ dependent 1K [Source:HGNC Symbol;Acc:HGNC:25415]"
"C4orf45",NA,NA,NA,NA,NA
"TRMT44","TRMT44","ENSG00000155275",152992,"protein_coding","tRNA methyltransferase 44 homolog [Source:HGNC Symbol;Acc:HGNC:26653]"
"RASGEF1B","RASGEF1B","ENSG00000138670",153020,"protein_coding","RasGEF domain family member 1B [Source:HGNC Symbol;Acc:HGNC:24881]"
"DAB2IP","DAB2IP","ENSG00000136848",153090,"protein_coding","DAB2 interacting protein [Source:HGNC Symbol;Acc:HGNC:17294]"
"SLC38A9","SLC38A9","ENSG00000177058",153129,"protein_coding","solute carrier family 38 member 9 [Source:HGNC Symbol;Acc:HGNC:26907]"
"SLC36A2","SLC36A2","ENSG00000186335",153201,"protein_coding","solute carrier family 36 member 2 [Source:HGNC Symbol;Acc:HGNC:18762]"
"CREBRF","CREBRF","ENSG00000164463",153222,"protein_coding","CREB3 regulatory factor [Source:HGNC Symbol;Acc:HGNC:24050]"
"CEP120","CEP120","ENSG00000168944",153241,"protein_coding","centrosomal protein 120 [Source:HGNC Symbol;Acc:HGNC:26690]"
"SLC25A48","SLC25A48","ENSG00000145832",153328,"protein_coding","solute carrier family 25 member 48 [Source:HGNC Symbol;Acc:HGNC:30451]"
"TMEM167A","TMEM167A","ENSG00000174695",153339,"protein_coding","transmembrane protein 167A [Source:HGNC Symbol;Acc:HGNC:28330]"
"MBLAC2","MBLAC2","ENSG00000176055",153364,"protein_coding","metallo-beta-lactamase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:33711]"
"TMEM161B","TMEM161B","ENSG00000164180",153396,"protein_coding","transmembrane protein 161B [Source:HGNC Symbol;Acc:HGNC:28483]"
"SRFBP1","SRFBP1","ENSG00000151304",153443,"protein_coding","serum response factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:26333]"
"PLEKHG4B","PLEKHG4B","ENSG00000153404",153478,"protein_coding","pleckstrin homology and RhoGEF domain containing G4B [Source:HGNC Symbol;Acc:HGNC:29399]"
"ZMAT2","ZMAT2","ENSG00000146007",153527,"protein_coding","zinc finger matrin-type 2 [Source:HGNC Symbol;Acc:HGNC:26433]"
"MARVELD2","MARVELD2","ENSG00000152939",153562,"protein_coding","MARVEL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26401]"
"C5orf38",NA,NA,NA,NA,NA
"IRX2","IRX2","ENSG00000170561",153572,"protein_coding","iroquois homeobox 2 [Source:HGNC Symbol;Acc:HGNC:14359]"
"BTNL9","BTNL9","ENSG00000165810",153579,"protein_coding","butyrophilin like 9 [Source:HGNC Symbol;Acc:HGNC:24176]"
"ARSK","ARSK","ENSG00000164291",153642,"protein_coding","arylsulfatase family member K [Source:HGNC Symbol;Acc:HGNC:25239]"
"FAM81B","FAM81B","ENSG00000153347",153643,"protein_coding","family with sequence similarity 81 member B [Source:HGNC Symbol;Acc:HGNC:26335]"
"TTC23L","TTC23L","ENSG00000205838",153657,"protein_coding","tetratricopeptide repeat domain 23 like [Source:HGNC Symbol;Acc:HGNC:26355]"
"CCDC112","CCDC112","ENSG00000164221",153733,"protein_coding","coiled-coil domain containing 112 [Source:HGNC Symbol;Acc:HGNC:28599]"
"PPP1R2B","PPP1R2B","ENSG00000231989",153743,"protein_coding","PPP1R2 family member B [Source:HGNC Symbol;Acc:HGNC:16318]"
"FAM71B",NA,NA,NA,NA,NA
"PRELID2","PRELID2","ENSG00000186314",153768,"protein_coding","PRELI domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28306]"
"SH3RF2","SH3RF2","ENSG00000156463",153769,"protein_coding","SH3 domain containing ring finger 2 [Source:HGNC Symbol;Acc:HGNC:26299]"
"PLAC8L1","PLAC8L1","ENSG00000173261",153770,"protein_coding","PLAC8 like 1 [Source:HGNC Symbol;Acc:HGNC:31746]"
"RNF145","RNF145","ENSG00000145860",153830,"protein_coding","ring finger protein 145 [Source:HGNC Symbol;Acc:HGNC:20853]"
"ZC2HC1B","ZC2HC1B","ENSG00000118491",153918,"protein_coding","zinc finger C2HC-type containing 1B [Source:HGNC Symbol;Acc:HGNC:21174]"
"SNRNP48","SNRNP48","ENSG00000168566",154007,"protein_coding","small nuclear ribonucleoprotein U11/U12 subunit 48 [Source:HGNC Symbol;Acc:HGNC:21368]"
"CNKSR3","CNKSR3","ENSG00000153721",154043,"protein_coding","CNKSR family member 3 [Source:HGNC Symbol;Acc:HGNC:23034]"
"RAET1L","RAET1L","ENSG00000155918",154064,"protein_coding","retinoic acid early transcript 1L [Source:HGNC Symbol;Acc:HGNC:16798]"
"SAMD3","SAMD3","ENSG00000164483",154075,"protein_coding","sterile alpha motif domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21574]"
"SLC2A12","SLC2A12","ENSG00000146411",154091,"protein_coding","solute carrier family 2 member 12 [Source:HGNC Symbol;Acc:HGNC:18067]"
"MBOAT1","MBOAT1","ENSG00000172197",154141,"protein_coding","membrane bound O-acyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21579]"
"HDGFL1","HDGFL1","ENSG00000112273",154150,"protein_coding","HDGF like 1 [Source:HGNC Symbol;Acc:HGNC:21095]"
"PNLDC1","PNLDC1","ENSG00000146453",154197,"protein_coding","PARN like ribonuclease domain containing exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:21185]"
"RNF217","RNF217","ENSG00000146373",154214,"protein_coding","ring finger protein 217 [Source:HGNC Symbol;Acc:HGNC:21487]"
"NKAIN2","NKAIN2","ENSG00000188580",154215,"protein_coding","sodium/potassium transporting ATPase interacting 2 [Source:HGNC Symbol;Acc:HGNC:16443]"
"KHDC3L","KHDC3L","ENSG00000203908",154288,"protein_coding","KH domain containing 3 like, subcortical maternal complex member [Source:HGNC Symbol;Acc:HGNC:33699]"
"CFAP206","CFAP206","ENSG00000272514",154313,"protein_coding","cilia and flagella associated protein 206 [Source:HGNC Symbol;Acc:HGNC:21405]"
"LINC01600","LINC01600","ENSG00000164385",154386,"lncRNA","long intergenic non-protein coding RNA 1600 [Source:HGNC Symbol;Acc:HGNC:21600]"
"CCDC167","CCDC167","ENSG00000198937",154467,"protein_coding","coiled-coil domain containing 167 [Source:HGNC Symbol;Acc:HGNC:21239]"
"RUNDC3B","RUNDC3B","ENSG00000105784",154661,"protein_coding","RUN domain containing 3B [Source:HGNC Symbol;Acc:HGNC:30286]"
"ABCA13","ABCA13","ENSG00000179869",154664,"protein_coding","ATP binding cassette subfamily A member 13 [Source:HGNC Symbol;Acc:HGNC:14638]"
"BMT2",NA,NA,NA,NA,NA
"PRSS3P2","PRSS3P2","ENSG00000282667",NA,"unprocessed_pseudogene","PRSS3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43788]"
"FMC1","FMC1","ENSG00000164898",154791,"protein_coding","formation of mitochondrial complex V assembly factor 1 homolog [Source:HGNC Symbol;Acc:HGNC:26946]"
"AMOT","AMOT","ENSG00000126016",154796,"protein_coding","angiomotin [Source:HGNC Symbol;Acc:HGNC:17810]"
"VKORC1L1","VKORC1L1","ENSG00000196715",154807,"protein_coding","vitamin K epoxide reductase complex subunit 1 like 1 [Source:HGNC Symbol;Acc:HGNC:21492]"
"LINC00689","LINC00689","ENSG00000231419",154822,"lncRNA","long intergenic non-protein coding RNA 689 [Source:HGNC Symbol;Acc:HGNC:27217]"
"IQUB","IQUB","ENSG00000164675",154865,"protein_coding","IQ motif and ubiquitin domain containing [Source:HGNC Symbol;Acc:HGNC:21995]"
"C7orf77",NA,NA,NA,NA,NA
"KCTD7","KCTD7","ENSG00000243335",154881,"protein_coding","potassium channel tetramerization domain containing 7 [Source:HGNC Symbol;Acc:HGNC:21957]"
"C7orf66",NA,NA,NA,NA,NA
"ST13P7","ST13P7","ENSG00000237821",NA,"processed_pseudogene","ST13, Hsp70 interacting protein pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:18558]"
"GIMAP8","GIMAP8","ENSG00000171115",155038,"protein_coding","GTPase, IMAP family member 8 [Source:HGNC Symbol;Acc:HGNC:21792]"
"CRYGN","CRYGN","ENSG00000127377",155051,"protein_coding","crystallin gamma N [Source:HGNC Symbol;Acc:HGNC:20458]"
"ZNF425","ZNF425","ENSG00000204947",155054,"protein_coding","zinc finger protein 425 [Source:HGNC Symbol;Acc:HGNC:20690]"
"ZNF746","ZNF746","ENSG00000181220",155061,"protein_coding","zinc finger protein 746 [Source:HGNC Symbol;Acc:HGNC:21948]"
"ATP6V0E2","ATP6V0E2","ENSG00000171130",155066,"protein_coding","ATPase H+ transporting V0 subunit e2 [Source:HGNC Symbol;Acc:HGNC:21723]"
"CCT8L1P","CCT8L1P","ENSG00000020219",NA,"processed_pseudogene","chaperonin containing TCP1 subunit 8 like 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:32153]"
"SLC2A7","SLC2A7","ENSG00000197241",155184,"protein_coding","solute carrier family 2 member 7 [Source:HGNC Symbol;Acc:HGNC:13445]"
"AMZ1","AMZ1","ENSG00000174945",155185,"protein_coding","archaelysin family metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:22231]"
"METTL27","METTL27","ENSG00000165171",155368,"protein_coding","methyltransferase like 27 [Source:HGNC Symbol;Acc:HGNC:19068]"
"SBDSP1","SBDSP1","ENSG00000225648",NA,"transcribed_unprocessed_pseudogene","SBDS pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:21646]"
"VPS37D","VPS37D","ENSG00000176428",155382,"protein_coding","VPS37D subunit of ESCRT-I [Source:HGNC Symbol;Acc:HGNC:18287]"
"NSUN5P1","NSUN5P1","ENSG00000223705",155400,"transcribed_unprocessed_pseudogene","NSUN5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19146]"
"RBM33","RBM33","ENSG00000184863",155435,"protein_coding","RNA binding motif protein 33 [Source:HGNC Symbol;Acc:HGNC:27223]"
"AGR3","AGR3","ENSG00000173467",155465,"protein_coding","anterior gradient 3, protein disulphide isomerase family member [Source:HGNC Symbol;Acc:HGNC:24167]"
"PRAG1","PRAG1","ENSG00000292308",157285,"protein_coding","PEAK1 related, kinase-activating pseudokinase 1 [Source:HGNC Symbol;Acc:HGNC:25438]"
"PEBP4","PEBP4","ENSG00000134020",157310,"protein_coding","phosphatidylethanolamine binding protein 4 [Source:HGNC Symbol;Acc:HGNC:28319]"
"CDCA2","CDCA2","ENSG00000184661",157313,"protein_coding","cell division cycle associated 2 [Source:HGNC Symbol;Acc:HGNC:14623]"
"CYCSP55","CYCSP55","ENSG00000214810",NA,"transcribed_processed_pseudogene","CYCS pseudogene 55 [Source:HGNC Symbol;Acc:HGNC:21252]"
"TMEM65","TMEM65","ENSG00000164983",157378,"protein_coding","transmembrane protein 65 [Source:HGNC Symbol;Acc:HGNC:25203]"
"RDH10","RDH10","ENSG00000121039",157506,"protein_coding","retinol dehydrogenase 10 [Source:HGNC Symbol;Acc:HGNC:19975]"
"ST13P6","ST13P6","ENSG00000225259",NA,"processed_pseudogene","ST13, Hsp70 interacting protein pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:18557]"
"ANKRD46","ANKRD46","ENSG00000186106",157567,"protein_coding","ankyrin repeat domain 46 [Source:HGNC Symbol;Acc:HGNC:27229]"
"ESCO2","ESCO2","ENSG00000171320",157570,"protein_coding","establishment of sister chromatid cohesion N-acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:27230]"
"FBXO16","FBXO16","ENSG00000214050",157574,"protein_coding","F-box protein 16 [Source:HGNC Symbol;Acc:HGNC:13618]"
"LINC00599",NA,NA,NA,NA,NA
"LRATD2","LRATD2","ENSG00000168672",157638,"protein_coding","LRAT domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24166]"
"C8orf37",NA,NA,NA,NA,NA
"VPS13B","VPS13B","ENSG00000132549",157680,"protein_coding","vacuolar protein sorting 13 homolog B [Source:HGNC Symbol;Acc:HGNC:2183]"
"TDRP","TDRP","ENSG00000180190",157695,"protein_coding","testis development related protein [Source:HGNC Symbol;Acc:HGNC:26951]"
"ERICH1","ERICH1","ENSG00000104714",157697,"protein_coding","glutamate rich 1 [Source:HGNC Symbol;Acc:HGNC:27234]"
"SLC7A13","SLC7A13","ENSG00000164893",157724,"protein_coding","solute carrier family 7 member 13 [Source:HGNC Symbol;Acc:HGNC:23092]"
"TDH","TDH","ENSG00000284856",157739,"transcribed_unitary_pseudogene","L-threonine dehydrogenase (pseudogene) [Source:HGNC Symbol;Acc:HGNC:15547]"
"TMEM74","TMEM74","ENSG00000164841",157753,"protein_coding","transmembrane protein 74 [Source:HGNC Symbol;Acc:HGNC:26409]"
"FAM91A1","FAM91A1","ENSG00000176853",157769,"protein_coding","family with sequence similarity 91 member A1 [Source:HGNC Symbol;Acc:HGNC:26306]"
"C8orf48","C8orf48","ENSG00000164743",157773,"protein_coding","chromosome 8 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:26345]"
"MCMDC2","MCMDC2","ENSG00000178460",157777,"protein_coding","minichromosome maintenance domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26368]"
"CLVS1","CLVS1","ENSG00000177182",157807,"protein_coding","clavesin 1 [Source:HGNC Symbol;Acc:HGNC:23139]"
"NKX6-3","NKX6-3","ENSG00000165066",157848,"protein_coding","NK6 homeobox 3 [Source:HGNC Symbol;Acc:HGNC:26328]"
"KCNU1","KCNU1","ENSG00000215262",157855,"protein_coding","potassium calcium-activated channel subfamily U member 1 [Source:HGNC Symbol;Acc:HGNC:18867]"
"SBSPON","SBSPON","ENSG00000164764",157869,"protein_coding","somatomedin B and thrombospondin type 1 domain containing [Source:HGNC Symbol;Acc:HGNC:30362]"
"CAMSAP1","CAMSAP1","ENSG00000130559",157922,"protein_coding","calmodulin regulated spectrin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:19946]"
"C9orf66",NA,NA,NA,NA,NA
"LINGO2","LINGO2","ENSG00000174482",158038,"protein_coding","leucine rich repeat and Ig domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21207]"
"NXNL2","NXNL2","ENSG00000291520",158046,"protein_coding","nucleoredoxin like 2 [Source:HGNC Symbol;Acc:HGNC:30482]"
"C9orf163","C9orf163","ENSG00000196366",158055,"lncRNA","chromosome 9 putative open reading frame 163 [Source:HGNC Symbol;Acc:HGNC:26718]"
"MAMDC4","MAMDC4","ENSG00000177943",158056,"protein_coding","MAM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24083]"
"LCN6","LCN6","ENSG00000267206",158062,"protein_coding","lipocalin 6 [Source:HGNC Symbol;Acc:HGNC:17337]"
"AK8","AK8","ENSG00000165695",158067,"protein_coding","adenylate kinase 8 [Source:HGNC Symbol;Acc:HGNC:26526]"
"OR1Q1","OR1Q1","ENSG00000165202",158131,"protein_coding","olfactory receptor family 1 subfamily Q member 1 [Source:HGNC Symbol;Acc:HGNC:8223]"
"TTLL11","TTLL11","ENSG00000175764",158135,"protein_coding","tubulin tyrosine ligase like 11 [Source:HGNC Symbol;Acc:HGNC:18113]"
"RASEF","RASEF","ENSG00000165105",158158,"protein_coding","RAS and EF-hand domain containing [Source:HGNC Symbol;Acc:HGNC:26464]"
"HSD17B7P2","HSD17B7P2","ENSG00000099251",NA,"transcribed_unprocessed_pseudogene","hydroxysteroid 17-beta dehydrogenase 7 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:28120]"
"TTC39B","TTC39B","ENSG00000155158",158219,"protein_coding","tetratricopeptide repeat domain 39B [Source:HGNC Symbol;Acc:HGNC:23704]"
"TRMT10B","TRMT10B","ENSG00000165275",158234,"protein_coding","tRNA methyltransferase 10B [Source:HGNC Symbol;Acc:HGNC:26454]"
"TTC16","TTC16","ENSG00000167094",158248,"protein_coding","tetratricopeptide repeat domain 16 [Source:HGNC Symbol;Acc:HGNC:26536]"
"FAM120AOS","FAM120AOS","ENSG00000188938",158293,"protein_coding","family with sequence similarity 120 member A opposite strand [Source:HGNC Symbol;Acc:HGNC:23389]"
"SAXO1","SAXO1","ENSG00000155875",158297,"protein_coding","stabilizer of axonemal microtubules 1 [Source:HGNC Symbol;Acc:HGNC:28566]"
"FREM1","FREM1","ENSG00000164946",158326,"protein_coding","FRAS1 related extracellular matrix 1 [Source:HGNC Symbol;Acc:HGNC:23399]"
"KIAA2026",NA,NA,NA,NA,NA
"ATP8B5P","ATP8B5P","ENSG00000179766",NA,"transcribed_unprocessed_pseudogene","ATPase phospholipid transporting 8B5, pseudogene [Source:HGNC Symbol;Acc:HGNC:27245]"
"ZNF483","ZNF483","ENSG00000173258",158399,"protein_coding","zinc finger protein 483 [Source:HGNC Symbol;Acc:HGNC:23384]"
"SHOC1","SHOC1","ENSG00000165181",158401,"protein_coding","shortage in chiasmata 1 [Source:HGNC Symbol;Acc:HGNC:26535]"
"KIAA1958","KIAA1958","ENSG00000165185",158405,"protein_coding","KIAA1958 [Source:HGNC Symbol;Acc:HGNC:23427]"
"TSTD2","TSTD2","ENSG00000136925",158427,"protein_coding","thiosulfate sulfurtransferase like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30087]"
"ZNF782","ZNF782","ENSG00000196597",158431,"protein_coding","zinc finger protein 782 [Source:HGNC Symbol;Acc:HGNC:33110]"
"PRUNE2","PRUNE2","ENSG00000106772",158471,"protein_coding","prune homolog 2 with BCH domain [Source:HGNC Symbol;Acc:HGNC:25209]"
"CBLL2","CBLL2","ENSG00000175809",158506,"protein_coding","Cbl proto-oncogene like 2 [Source:HGNC Symbol;Acc:HGNC:26371]"
"CSAG1","CSAG1","ENSG00000198930",158511,"protein_coding","chondrosarcoma associated gene 1 [Source:HGNC Symbol;Acc:HGNC:24294]"
"FMR1NB","FMR1NB","ENSG00000176988",158521,"protein_coding","FMR1 neighbor [Source:HGNC Symbol;Acc:HGNC:26372]"
"USP27X-AS1",NA,NA,NA,NA,NA
